Date,Open,High,Low,Close,Vol.
2015-11-07,369.8,391.8,369,385.1,103.03K
2015-11-08,385.1,389.8,365.5,371.6,94.36K
2015-11-09,371.6,385.1,360.2,380.2,125.54K
2015-11-10,380.2,381.4,323.2,336.7,210.29K
2015-11-11,336.7,341.8,292.4,304.7,263.96K
2015-11-12,304.7,346.1,306.1,333.9,164.61K
2015-11-13,333.9,341.8,323.9,333.8,97.25K
2015-11-14,333.8,369.8,326.4,331.8,71.11K
2015-11-15,331.8,334.8,314.2,317.5,88.32K
2015-11-16,317.5,332,314.1,330.2,87.14K
2015-11-17,330.2,342.9,328.1,333.9,98.25K
2015-11-18,333.9,337.4,329.4,335.9,78.36K
2015-11-19,335.9,335.6,323.4,325,86.38K
2015-11-20,325,327.1,309.5,321.1,109.99K
2015-11-21,321.1,328.4,318.4,324.7,45.00K
2015-11-22,324.7,326.9,319.4,322.8,36.75K
2015-11-23,322.8,325,319.9,322.1,42.73K
2015-11-24,322.1,323.3,315.5,318.4,50.66K
2015-11-25,318.4,330,315.7,327.5,77.68K
2015-11-26,327.5,368.9,327.4,353.7,211.38K
2015-11-27,353.7,363.9,345.1,359.5,103.48K
2015-11-28,359.5,360.1,350.5,355.8,56.17K
2015-11-29,355.8,372.8,354.5,370.8,67.37K
2015-11-30,370.8,382.6,367.9,378,129.77K
2015-12-01,378,379,353.7,361.8,111.91K
2015-12-02,361.8,363.4,347.2,360,92.45K
2015-12-03,360,371.4,355.5,360.3,87.23K
2015-12-04,360.3,364,354.3,361.7,60.55K
2015-12-05,361.7,390.3,361.5,386.7,115.20K
2015-12-06,386.7,402.2,382.6,393.4,131.86K
2015-12-07,393.4,398.7,381.7,394.3,96.75K
2015-12-08,394.3,411.1,388,410.7,74.36K
2015-12-09,410.7,424.6,403.3,416,147.36K
2015-12-10,416,420.4,409.5,415.5,71.66K
2015-12-11,415.5,453.4,413.7,449.8,175.06K
2015-12-12,449.8,467.7,403.7,432.3,211.44K
2015-12-13,432.3,441,420.8,434.7,64.14K
2015-12-14,434.7,449.5,428.8,442,218.92K
2015-12-15,442,464.2,440.7,462.6,107.06K
2015-12-16,462.6,465.2,437.4,454,185.22K
2015-12-17,454,458.4,447.3,455.5,64.58K
2015-12-18,455.5,466.1,453.5,463.2,83.41K
2015-12-19,463.2,466,452.3,461.2,61.31K
2015-12-20,461.2,462.8,431.1,441.8,121.53K
2015-12-21,441.8,445.5,424,437.6,121.99K
2015-12-22,437.6,443.2,433.3,437,65.79K
2015-12-23,437,444.8,434.3,442.4,63.25K
2015-12-24,442.4,460.6,441.8,453,79.60K
2015-12-25,453,457.4,449.5,454,42.39K
2015-12-26,454,456.5,400.5,415.4,208.58K
2015-12-27,415.4,425.5,406.1,422.4,67.58K
2015-12-28,422.4,429.9,417.1,421.8,68.35K
2015-12-29,421.8,433.6,419.3,431.9,70.65K
2015-12-30,431.9,435,420.8,427.1,68.27K
2015-12-31,427.1,433.1,417.1,430,65.21K
2016-01-01,430,438,425.9,434,46.97K
2016-01-02,434,437.4,430.7,433.7,33.57K
2016-01-03,433.7,434.1,423.1,430.7,54.83K
2016-01-04,430.7,435.3,428.6,433.3,53.01K
2016-01-05,433.3,435.3,428.9,431.2,45.03K
2016-01-06,431.2,432.1,425,430.8,43.43K
2016-01-07,430.8,457.5,428.5,457,130.20K
2016-01-08,457,462.9,446.5,452.9,91.31K
2016-01-09,452.9,454.5,444.9,448.3,39.81K
2016-01-10,448.3,448.9,438.6,446.2,44.46K
2016-01-11,446.2,451.1,441.8,447.7,56.59K
2016-01-12,447.7,448.4,443.1,445,44.59K
2016-01-13,445,443.7,420.4,432.2,92.04K
2016-01-14,432.2,433.7,427,429.1,46.17K
2016-01-15,429.1,430.1,364.7,372.3,268.14K
2016-01-16,372.3,386.7,350.4,385,183.96K
2016-01-17,385,390.7,377.7,382.5,66.09K
2016-01-18,382.5,387.3,373.2,384.4,69.30K
2016-01-19,384.4,386.7,375.9,379.5,66.35K
2016-01-20,379.5,425.7,374,414.6,190.32K
2016-01-21,414.6,423.4,403.9,410.2,89.94K
2016-01-22,410.2,411.5,374.9,382.6,144.86K
2016-01-23,382.6,395.4,380.3,388.6,61.38K
2016-01-24,388.6,405.4,385.5,402.1,64.54K
2016-01-25,402.1,403.8,386.9,392.8,67.66K
2016-01-26,392.8,397.7,387.9,389.8,56.81K
2016-01-27,389.8,397.4,389.4,395,43.68K
2016-01-28,395,395.4,376.7,379.7,77.32K
2016-01-29,379.7,385.8,363.5,380.3,138.46K
2016-01-30,380.3,381.8,375,377.8,36.18K
2016-01-31,377.8,380.5,366.9,369.8,39.02K
2016-02-01,369.8,379.8,365.3,372.2,74.35K
2016-02-02,372.2,376.6,371.4,373.9,50.98K
2016-02-03,373.9,375.9,366.2,368,59.81K
2016-02-04,368,391.8,368,390.6,101.87K
2016-02-05,390.6,391.1,384.5,386.5,60.92K
2016-02-06,386.5,386.4,372.9,376.7,78.85K
2016-02-07,376.7,382.6,375.3,377.9,40.74K
2016-02-08,377.9,380.9,372.1,372.6,62.24K
2016-02-09,372.6,377.6,371.4,375.3,55.36K
2016-02-10,375.3,385.4,374.1,381.9,97.49K
2016-02-11,381.9,383.2,372.8,379.5,62.65K
2016-02-12,379.5,386.4,379.3,384,53.76K
2016-02-13,384,392.6,383.3,390.1,48.16K
2016-02-14,390.1,405.9,390.1,405.5,73.59K
2016-02-15,405.5,410.9,396.6,401.1,86.13K
2016-02-16,401.1,409.8,398,406.4,68.33K
2016-02-17,406.4,421.5,405,417.1,90.32K
2016-02-18,417.1,425.5,414.8,421.4,77.35K
2016-02-19,421.4,424.3,416.4,420,52.24K
2016-02-20,420,442.7,419.5,440.1,111.63K
2016-02-21,440.1,447.6,425.5,437.9,100.50K
2016-02-22,437.9,440.2,431.3,437.8,56.01K
2016-02-23,437.8,440.8,414.4,419.9,93.72K
2016-02-24,419.9,425.2,410.4,422.7,66.51K
2016-02-25,422.7,427.2,417.5,423.5,53.54K
2016-02-26,423.5,427.6,419.1,427.3,53.21K
2016-02-27,427.3,434.1,427.3,431.3,42.79K
2016-02-28,431.3,435.6,421.2,432.5,50.85K
2016-02-29,432.5,441.3,429.8,436.2,68.77K
2016-03-01,436.2,439,428.5,434,67.46K
2016-03-02,434,435.9,423.9,425.4,57.75K
2016-03-03,425.4,425.8,414.9,419.6,78.90K
2016-03-04,419.6,423.4,407.2,409.5,75.27K
2016-03-05,409.5,410.1,386.9,399,129.15K
2016-03-06,399,412,393.1,406,62.59K
2016-03-07,406,416.6,402,414.9,61.77K
2016-03-08,414.9,416.7,408.4,411.9,53.77K
2016-03-09,411.9,414.9,408.9,412.8,50.92K
2016-03-10,412.8,417.5,410.3,415.8,55.74K
2016-03-11,415.8,422.4,415.1,419.1,60.63K
2016-03-12,419.1,420.7,407,410.4,59.64K
2016-03-13,410.4,415.9,409.6,412.4,34.98K
2016-03-14,412.4,416.1,411.2,414.3,49.33K
2016-03-15,414.3,417.4,412.3,415.1,48.60K
2016-03-16,415.1,417,413.3,415.9,44.54K
2016-03-17,415.9,419.6,415.3,418.2,43.82K
2016-03-18,418.2,418.6,402.5,408.2,66.07K
2016-03-19,408.2,410.5,402.1,408.7,37.00K
2016-03-20,408.7,413.5,407.2,411.5,30.54K
2016-03-21,411.5,413.1,407.3,411.1,43.16K
2016-03-22,411.1,417.9,410.8,416.2,49.08K
2016-03-23,416.2,419.6,414.2,417,40.61K
2016-03-24,417,417.7,412.9,414.7,38.83K
2016-03-25,414.7,417.3,412.4,415.7,34.59K
2016-03-26,415.7,417.7,413.9,416.5,28.06K
2016-03-27,416.5,427.4,415.5,424.6,61.72K
2016-03-28,424.6,425.4,419.7,422.2,43.45K
2016-03-29,422.2,424.5,406.4,415,69.11K
2016-03-30,415,416.2,408.4,412.4,43.28K
2016-03-31,412.4,417.2,411.5,415.7,41.84K
2016-04-01,415.7,416.9,412.8,415.6,38.22K
2016-04-02,415.6,420.1,415.1,418.5,31.31K
2016-04-03,418.5,420.2,417,419.1,22.80K
2016-04-04,419.1,420.4,416.2,419.3,33.44K
2016-04-05,419.3,423.7,418,422.1,40.89K
2016-04-06,422.1,422.8,419.5,421.3,32.67K
2016-04-07,421.3,422,417.9,420.1,36.06K
2016-04-08,420.1,423.5,415.5,417.7,46.95K
2016-04-09,417.7,418.9,412.4,418,29.43K
2016-04-10,418,421.6,416.7,420.3,23.30K
2016-04-11,420.3,422.4,418.1,421.4,36.39K
2016-04-12,421.4,426.7,420.7,424.7,57.71K
2016-04-13,424.7,426.6,421.4,423.5,38.09K
2016-04-14,423.5,425.4,421.8,424,30.66K
2016-04-15,424,429.5,423.3,428.7,54.12K
2016-04-16,428.7,432,426.8,430,29.02K
2016-04-17,430,430.6,423.8,426.3,25.59K
2016-04-18,426.3,429.1,424.4,427.7,32.58K
2016-04-19,427.7,436.1,426.8,434.9,45.68K
2016-04-20,434.9,442.9,432.5,441.2,74.36K
2016-04-21,441.2,450.8,439.5,449.3,63.13K
2016-04-22,449.3,450.2,441.9,445.3,49.71K
2016-04-23,445.3,451.5,443.1,450.1,42.36K
2016-04-24,450.1,461.8,447.9,457.6,74.43K
2016-04-25,457.6,466.2,451.8,461.7,81.66K
2016-04-26,461.7,468.9,459.2,466,67.56K
2016-04-27,466,467.9,444.6,447,90.81K
2016-04-28,447,450.1,433.9,448.5,81.94K
2016-04-29,448.5,456.3,445.2,455,44.85K
2016-04-30,455,456.9,446.6,448.5,35.31K
2016-05-01,448.5,454.2,447.5,452.2,21.75K
2016-05-02,452.2,453.9,440.2,444.2,73.85K
2016-05-03,444.2,451.5,441.5,450.3,49.75K
2016-05-04,450.3,450.9,444.2,445.8,39.44K
2016-05-05,445.8,449.2,444.4,448.1,41.89K
2016-05-06,448.1,461.5,445.7,459.6,68.43K
2016-05-07,459.6,460.6,454.6,458.5,30.97K
2016-05-08,458.5,460.2,454.9,457.9,27.60K
2016-05-09,457.9,464.2,455.4,460.4,48.42K
2016-05-10,460.4,462.1,446.8,449.4,59.99K
2016-05-11,449.4,456.1,449.6,452.5,39.97K
2016-05-12,452.5,455.3,448.4,454.4,49.19K
2016-05-13,454.4,457.2,451.5,455.4,32.39K
2016-05-14,455.4,457.7,453.6,456.4,20.36K
2016-05-15,456.4,460.3,455,458.1,21.20K
2016-05-16,458.1,459.6,450.7,454.9,36.60K
2016-05-17,454.9,456.3,451.7,453.3,34.63K
2016-05-18,453.3,456.6,452.4,454.2,32.61K
2016-05-19,454.2,455.2,441.1,442.7,59.39K
2016-05-20,442.7,447.8,435.4,442.1,48.43K
2016-05-21,442.1,445.2,439.7,443.6,23.00K
2016-05-22,443.6,444.2,436.9,439.6,28.74K
2016-05-23,439.6,445,438.2,443.7,35.90K
2016-05-24,443.7,447.9,442,446.1,33.22K
2016-05-25,446.1,451.2,445.4,449.8,37.72K
2016-05-26,449.8,454.3,447.7,453.3,37.72K
2016-05-27,453.3,479.2,452.7,474,135.68K
2016-05-28,474,531.8,467,524.2,150.17K
2016-05-29,524.2,548,493.2,516,152.57K
2016-05-30,516,544.2,512.8,532.3,77.53K
2016-05-31,532.3,546.9,513.2,528.9,114.08K
2016-06-01,528.9,542.3,521.3,537.4,72.41K
2016-06-02,537.4,541.5,530.5,537.1,52.88K
2016-06-03,537.1,573.7,534.3,567,106.25K
2016-06-04,567,592.7,560.9,572,87.41K
2016-06-05,572,583.6,567.8,574.9,64.52K
2016-06-06,574.9,586.7,571.7,583.6,63.68K
2016-06-07,583.6,591.3,543.6,575.6,84.69K
2016-06-08,575.6,582.4,567.8,580.5,49.60K
2016-06-09,580.5,580.7,569.3,574.7,48.61K
2016-06-10,574.7,579.3,571.1,577.9,45.50K
2016-06-11,577.9,592.6,576.3,591.6,42.22K
2016-06-12,591.6,683.8,592.8,666.5,217.38K
2016-06-13,666.5,718.2,652.8,700.1,216.73K
2016-06-14,700.1,702.5,654.7,685.1,135.65K
2016-06-15,685.1,695.1,670.5,690.8,78.62K
2016-06-16,690.8,769.7,687.4,761.2,229.57K
2016-06-17,761.2,771.9,704.2,743.9,215.87K
2016-06-18,743.9,776,727.1,753.8,120.53K
2016-06-19,753.8,765.1,740.4,761,60.45K
2016-06-20,761,764.6,717.4,734,112.29K
2016-06-21,734,732.2,626,667.4,248.08K
2016-06-22,667.4,677.8,586.6,590.6,202.32K
2016-06-23,590.6,629.5,539.3,620.8,261.74K
2016-06-24,620.8,687.4,616.4,656.9,196.69K
2016-06-25,656.9,688.1,640.8,663.5,100.46K
2016-06-26,663.5,665.2,609.9,625.4,88.93K
2016-06-27,625.4,650.3,615.2,644.7,99.81K
2016-06-28,644.7,659.3,634.3,644.9,76.66K
2016-06-29,644.9,645.9,621.8,636.5,80.22K
2016-06-30,636.5,673,631.2,670,88.20K
2016-07-01,670,685.1,661.1,674.6,92.23K
2016-07-02,674.6,700.5,671.5,698.1,67.38K
2016-07-03,698.1,701.5,644.6,661.6,99.27K
2016-07-04,661.6,679,644,675.2,63.91K
2016-07-05,675.2,679.2,657.3,663.7,54.64K
2016-07-06,663.7,678.4,662.2,672.7,47.05K
2016-07-07,672.7,676.2,605,635.3,153.61K
2016-07-08,635.3,663.4,630.2,662.8,75.89K
2016-07-09,662.8,663.5,620.7,651.8,96.01K
2016-07-10,651.8,652,636.8,647.1,29.26K
2016-07-11,647.1,657.5,640,646.7,45.94K
2016-07-12,646.7,673.2,644.6,670.6,66.59K
2016-07-13,670.6,672,656,661.2,62.96K
2016-07-14,661.2,661.9,646.3,657.3,48.20K
2016-07-15,657.3,667.5,656.5,664.2,35.83K
2016-07-16,664.2,665.4,655.7,660.7,20.39K
2016-07-17,660.7,680.9,660.1,676.3,46.84K
2016-07-18,676.3,680.4,664.6,670.4,42.58K
2016-07-19,670.4,673.2,663.6,671.1,30.40K
2016-07-20,671.1,672.3,659.5,664.4,37.56K
2016-07-21,664.4,666.5,657.8,664.6,32.17K
2016-07-22,664.6,669.4,645.7,651.1,65.90K
2016-07-23,651.1,658.2,648,655.2,29.89K
2016-07-24,655.2,664.2,651,659.3,29.82K
2016-07-25,659.3,662.5,651.1,654,34.38K
2016-07-26,654,657.8,643.5,654.4,49.39K
2016-07-27,654.4,659.1,646,654.5,29.89K
2016-07-28,654.5,658,650.8,654.1,28.11K
2016-07-29,654.1,657.4,651,655.4,27.04K
2016-07-30,655.4,657.5,652.1,654.7,19.35K
2016-07-31,654.7,654.9,621.4,621.9,62.89K
2016-08-01,621.9,627.9,603.5,607,66.66K
2016-08-02,607,613.8,471.4,513.4,130.91K
2016-08-03,513.4,573.1,514.1,566.4,85.93K
2016-08-04,566.4,584.9,559.5,576.2,44.82K
2016-08-05,576.2,580,565.8,574.7,27.89K
2016-08-06,574.7,596.7,565.3,586.5,25.38K
2016-08-07,586.5,596,580.9,590.8,26.20K
2016-08-08,590.8,594.2,585.4,589.2,24.88K
2016-08-09,589.2,591.2,581.1,585.3,25.97K
2016-08-10,585.3,600.5,580.9,590.9,49.57K
2016-08-11,590.9,599.2,585.4,587.8,39.83K
2016-08-12,587.8,591.1,582.2,587.1,25.50K
2016-08-13,587.1,590.1,582.8,584.6,19.30K
2016-08-14,584.6,585.8,559.9,569.1,33.07K
2016-08-15,569.1,575,559.3,567,33.77K
2016-08-16,567,583.4,563.4,580.2,37.69K
2016-08-17,580.2,581.1,568.7,572.3,32.76K
2016-08-18,572.3,579.5,570.8,573.4,30.39K
2016-08-19,573.4,577.9,566.3,574.6,25.53K
2016-08-20,574.6,583.5,572.3,582.6,23.12K
2016-08-21,582.6,585.3,577.8,580.7,14.16K
2016-08-22,580.7,591.9,577.1,587.5,33.56K
2016-08-23,587.5,589.9,578.6,583.6,32.08K
2016-08-24,583.6,584.5,576.8,579.7,28.06K
2016-08-25,579.7,580.7,570.8,578,32.73K
2016-08-26,578,582.7,575.8,579.4,21.17K
2016-08-27,579.4,580.4,567.3,570.3,18.69K
2016-08-28,570.3,576.3,569.2,575,12.83K
2016-08-29,575,578.6,571.4,574.2,23.86K
2016-08-30,574.2,579.9,572.5,577.3,27.48K
2016-08-31,577.3,578.3,571.7,573.9,24.93K
2016-09-01,573.9,705,569.4,572,25.87K
2016-09-02,572,577.6,569.3,575.3,26.61K
2016-09-03,575.3,605,572.6,598.8,35.70K
2016-09-04,598.8,615.2,590.8,609.5,30.69K
2016-09-05,609.5,610.6,598.8,605.8,25.29K
2016-09-06,605.8,612,603.5,610.4,24.33K
2016-09-07,610.4,616.5,606.2,613.2,30.03K
2016-09-08,613.2,629.3,611.3,625.6,36.33K
2016-09-09,625.6,627.6,617.3,623.2,28.33K
2016-09-10,623.2,627.5,621.1,624.5,15.28K
2016-09-11,624.5,630.8,592.8,605.6,36.54K
2016-09-12,605.6,610.6,603,608,27.95K
2016-09-13,608,612,604.9,608.6,27.52K
2016-09-14,608.6,612.2,606.4,609.5,24.24K
2016-09-15,609.5,610.7,605.1,608.1,22.69K
2016-09-16,608.1,610.4,605.2,607.8,21.85K
2016-09-17,607.8,609.6,604.5,607.1,15.89K
2016-09-18,607.1,612.4,605.2,610.7,16.33K
2016-09-19,610.7,612.4,607,609.8,21.24K
2016-09-20,609.8,611.3,605.9,609.2,22.61K
2016-09-21,609.2,608.8,591.7,597.2,36.86K
2016-09-22,597.2,599.8,592.8,595.6,22.44K
2016-09-23,595.6,603.7,594.1,602.9,25.92K
2016-09-24,602.9,605.9,600.5,602.6,13.47K
2016-09-25,602.6,604.9,598.3,601.5,13.28K
2016-09-26,601.5,608.5,598.2,606.5,27.51K
2016-09-27,606.5,609,601.7,605.5,25.55K
2016-09-28,605.5,606.9,602.6,604.7,18.94K
2016-09-29,604.7,607.2,602,604.7,25.32K
2016-09-30,604.7,608.8,602.3,608.1,23.95K
2016-10-01,608.1,615,607.1,613.4,16.93K
2016-10-02,613.4,614.2,607.7,610.7,16.54K
2016-10-03,610.7,613.2,608.5,611.6,21.95K
2016-10-04,611.6,612.7,606.5,609,24.99K
2016-10-05,609,613.7,608,611.8,23.40K
2016-10-06,611.8,612.7,608.5,611,21.63K
2016-10-07,611,619.4,609.1,616,32.73K
2016-10-08,616,619.6,614.9,617.7,13.62K
2016-10-09,617.7,618.3,613,615.8,13.43K
2016-10-10,615.8,618.8,612.8,617.3,25.23K
2016-10-11,617.3,642.3,615.6,640.5,55.77K
2016-10-12,640.5,642.5,632.2,636,26.95K
2016-10-13,636,639.5,632.3,635.6,25.62K
2016-10-14,635.6,640.5,630.7,637.9,31.42K
2016-10-15,637.9,641.4,635.1,637,12.38K
2016-10-16,637,642.2,636.4,640.1,12.89K
2016-10-17,640.1,641.3,634.9,637.4,27.69K
2016-10-18,637.4,639.3,632.2,635.3,24.60K
2016-10-19,635.3,637.3,624.1,629.1,35.29K
2016-10-20,629.1,630.8,625.5,628.3,20.94K
2016-10-21,628.3,633.3,627.6,630.5,28.09K
2016-10-22,630.5,659.9,629.7,655.5,37.10K
2016-10-23,655.5,661.2,648.8,653,21.91K
2016-10-24,653,654.3,645.7,650.5,33.24K
2016-10-25,650.5,662.5,647.7,651,36.74K
2016-10-26,651,678.4,651.4,674.7,47.67K
2016-10-27,674.7,687.9,672.3,682.3,46.56K
2016-10-28,682.3,688.4,678.6,686.2,38.97K
2016-10-29,686.2,720.2,685.2,715,54.03K
2016-10-30,715,714.9,689.5,697.3,39.33K
2016-10-31,697.3,707.2,682.2,698.7,38.05K
2016-11-01,698.7,734.4,695.2,726.8,68.07K
2016-11-02,726.8,735.8,718.1,733.5,39.04K
2016-11-03,733.5,744.4,670.4,684.9,96.41K
2016-11-04,684.9,706.6,681.3,702.1,48.24K
2016-11-05,702.1,706.4,694,702.1,22.02K
2016-11-06,702.1,714.1,697.6,709.9,25.81K
2016-11-07,709.9,711.7,698.3,705.4,30.74K
2016-11-08,705.4,714.6,701,710.9,39.73K
2016-11-09,710.9,741.2,707.1,721.4,70.70K
2016-11-10,721.4,723,707.3,714.6,33.33K
2016-11-11,714.6,719.8,711.7,715,25.58K
2016-11-12,715,717.4,701.1,704.3,27.60K
2016-11-13,704.3,705.6,685,702,36.14K
2016-11-14,702,708,696.1,704.6,37.75K
2016-11-15,704.6,716.9,697.9,711.1,41.40K
2016-11-16,711.1,746,708.1,740.3,79.57K
2016-11-17,740.3,751.9,730.1,737.5,62.77K
2016-11-18,737.5,751.4,731,747,39.71K
2016-11-19,747,755.3,737.4,747.9,25.63K
2016-11-20,747.9,752.3,712.8,728.5,47.42K
2016-11-21,728.5,744.3,726.5,736.2,32.51K
2016-11-22,736.2,754,730.6,749.3,44.44K
2016-11-23,749.3,750.9,731.3,741.1,37.87K
2016-11-24,741.1,744.2,726.2,735.3,37.24K
2016-11-25,735.3,741.3,729,740.4,28.85K
2016-11-26,740.4,741,725.6,734.1,22.58K
2016-11-27,734.1,738.3,727.1,729.4,21.35K
2016-11-28,729.4,738.1,727.7,733.3,34.12K
2016-11-29,733.3,737,727.8,732.6,32.57K
2016-11-30,732.6,745.4,730.6,742.5,39.28K
2016-12-01,742.5,755.5,741.1,752.6,54.03K
2016-12-02,752.6,779,752.3,770.9,63.22K
2016-12-03,770.9,772.3,755.8,764.2,38.45K
2016-12-04,764.2,769.2,758.8,766.4,19.16K
2016-12-05,766.4,769.2,746,754.3,51.17K
2016-12-06,754.3,762.5,750.9,758.2,33.43K
2016-12-07,758.2,769,754.3,765.6,34.87K
2016-12-08,765.6,773.4,761.2,768.5,28.78K
2016-12-09,768.5,773.5,765,770.5,24.18K
2016-12-10,770.5,777,769.2,774,18.02K
2016-12-11,774,774.2,763,767.9,17.14K
2016-12-12,767.9,781.3,767.9,778.5,28.76K
2016-12-13,778.5,790.3,767.8,778.7,33.11K
2016-12-14,778.7,780.8,771,776.5,24.78K
2016-12-15,776.5,780.3,773.1,775.2,26.22K
2016-12-16,775.2,783.9,773.3,782,27.61K
2016-12-17,782,791.6,779.4,787.2,23.58K
2016-12-18,787.2,791.3,783.8,789,14.53K
2016-12-19,789,793.7,786.3,789.8,25.46K
2016-12-20,789.8,800,787.1,799.1,34.48K
2016-12-21,799.1,833.1,796,829.2,65.29K
2016-12-22,829.2,874.7,828.9,860.2,70.56K
2016-12-23,860.2,920.3,858,917.2,102.22K
2016-12-24,917.2,920.5,880.8,891.1,46.03K
2016-12-25,891.1,895.2,851.4,891.1,42.48K
2016-12-26,891.1,909.3,885.9,898.4,38.79K
2016-12-27,898.4,937.9,893.4,925.8,49.69K
2016-12-28,925.8,974.5,925.5,972.2,77.29K
2016-12-29,972.2,982.6,949.2,971.1,61.13K
2016-12-30,971.1,971.6,927.4,959,70.84K
2016-12-31,959,965.5,942.4,963.4,27.56K
2017-01-01,963.4,1001.6,956.1,995.4,41.15K
2017-01-02,995.4,1031.7,990.2,1017,64.95K
2017-01-03,1017,1035.5,1006.5,1033.3,54.79K
2017-01-04,1033.3,1148.5,1022.3,1135.4,156.27K
2017-01-05,1135.4,1150.6,874.5,989.3,240.01K
2017-01-06,989.3,1027.4,852.5,886.2,194.29K
2017-01-07,886.2,900.9,806.7,888.9,130.66K
2017-01-08,888.9,936.1,875.8,900.9,76.91K
2017-01-09,900.9,910.5,870.9,899.8,62.58K
2017-01-10,899.8,911.3,890.1,904.4,53.71K
2017-01-11,904.4,917.7,751.6,785.4,194.44K
2017-01-12,785.4,828.2,739.5,810.1,120.24K
2017-01-13,810.1,835,771,824.8,89.86K
2017-01-14,824.8,838.9,808.3,819.6,44.21K
2017-01-15,819.6,826.4,808.6,821.2,24.40K
2017-01-16,821.2,836.7,817.7,827.3,33.22K
2017-01-17,827.3,906.4,825,899.7,82.21K
2017-01-18,899.7,913.7,845.9,872,69.26K
2017-01-19,872,905.3,870.7,895.2,58.44K
2017-01-20,895.2,901.5,878.9,892.9,38.87K
2017-01-21,892.9,928.9,889.5,919.8,40.38K
2017-01-22,919.8,938.4,888.6,918.8,47.93K
2017-01-23,918.8,928,910.8,921.5,32.74K
2017-01-24,921.5,925.6,889.2,893.8,58.87K
2017-01-25,893.8,905.7,883.6,894.4,37.90K
2017-01-26,894.4,919.3,893.5,915.6,33.80K
2017-01-27,915.6,922.6,907.9,918,30.97K
2017-01-28,918,921.9,912.8,918.5,14.31K
2017-01-29,918.5,922.4,912.7,914.5,11.05K
2017-01-30,914.5,922.3,911.5,920.7,19.06K
2017-01-31,920.7,967.5,917.4,965.5,54.67K
2017-02-01,965.5,986.6,959.8,982.4,45.22K
2017-02-02,982.4,1009.1,973.5,1004,50.86K
2017-02-03,1004,1023.7,989.2,1013,61.67K
2017-02-04,1013,1041,1000.4,1031.8,39.46K
2017-02-05,1031.8,1033.7,1004,1016.1,31.06K
2017-02-06,1016.1,1030.6,1010.8,1024.7,32.02K
2017-02-07,1024.7,1054.1,1019.9,1049.6,39.55K
2017-02-08,1049.6,1069.2,1020.3,1055.5,65.15K
2017-02-09,1055.5,1073,924.7,979,146.75K
2017-02-10,979,1005.6,947,997.6,62.13K
2017-02-11,997.6,1014.3,983.9,1008.3,28.32K
2017-02-12,1008.3,1007.8,992.5,996.5,14.75K
2017-02-13,996.5,1007.6,975.1,995.4,32.91K
2017-02-14,995.4,1013.8,986.5,1008.3,39.54K
2017-02-15,1008.3,1010.9,999.7,1008.2,23.36K
2017-02-16,1008.2,1040.3,1007.4,1031.9,38.08K
2017-02-17,1031.9,1057.4,1025.9,1049.4,45.71K
2017-02-18,1049.4,1063.2,1044.7,1052.3,25.36K
2017-02-19,1052.3,1056.5,1037.7,1048.9,17.95K
2017-02-20,1048.9,1081.8,1041,1077.6,31.01K
2017-02-21,1077.6,1123,1073.5,1119,57.05K
2017-02-22,1119,1132.3,1094.8,1120.5,47.91K
2017-02-23,1120.5,1181.6,1113.5,1171.9,65.74K
2017-02-24,1171.9,1211.7,1092.4,1176.5,108.17K
2017-02-25,1176.5,1180,1116.2,1149.1,45.86K
2017-02-26,1149.1,1177.5,1130.6,1171.6,30.77K
2017-02-27,1171.6,1195.8,1164.3,1188.8,35.47K
2017-02-28,1188.8,1208.2,1175.8,1189.3,50.58K
2017-03-01,1189.3,1225,1154.6,1222.7,51.15K
2017-03-02,1222.7,1287,1212,1255.5,78.49K
2017-03-03,1255.5,1291.3,1250.8,1283.3,67.28K
2017-03-04,1283.3,1285.8,1228.7,1264.3,38.42K
2017-03-05,1264.3,1273.3,1242.1,1271.2,25.43K
2017-03-06,1271.2,1280.6,1261,1277,31.03K
2017-03-07,1277,1280.9,1148.7,1232.7,87.72K
2017-03-08,1232.7,1242,1136.9,1147,97.88K
2017-03-09,1147,1207,1129.3,1191.3,59.86K
2017-03-10,1191.3,1330.4,988.7,1112.4,190.47K
2017-03-11,1112.4,1202.7,1104.8,1179.2,70.75K
2017-03-12,1179.2,1235.5,1160.9,1225.1,44.41K
2017-03-13,1225.1,1245.6,1205.6,1238.2,60.46K
2017-03-14,1238.2,1255.5,1218.4,1243.1,45.14K
2017-03-15,1243.1,1256.9,1236.4,1253.4,43.59K
2017-03-16,1253.4,1260.2,1119,1172.9,132.77K
2017-03-17,1172.9,1174.9,1063.5,1071.7,163.74K
2017-03-18,1071.7,1103.6,940.2,971.4,210.42K
2017-03-19,971.4,1063.7,967.3,1022.6,106.45K
2017-03-20,1022.6,1057.5,1005,1047.5,61.43K
2017-03-21,1047.5,1125.5,1043.9,1121.3,92.59K
2017-03-22,1121.3,1121.9,997.8,1044.7,115.29K
2017-03-23,1044.7,1062.8,1022,1035,56.52K
2017-03-24,1035,1038.4,927.3,939.7,132.60K
2017-03-25,939.7,996,890.4,966.3,127.05K
2017-03-26,966.3,1004.3,946.7,969.4,85.33K
2017-03-27,969.4,1048.8,961.8,1045.1,91.26K
2017-03-28,1045.1,1068.4,1015.5,1044.4,80.00K
2017-03-29,1044.4,1058.7,1008.3,1041.9,68.85K
